"trait_id";"experimentation";"fk_materiel_id";"madate";"station";"pos_deb_lat_dd";"pos_deb_long_dd";"pos_fin_lat_dd";"pos_fin_long_dd";"distance_chalutee";"duree";"nt";"pt";"nom";"nom_fr";"engin";"masse_eau";"salinite_classe";"systeme"
16124;"DCE";2;"2018-10-10 13:08:00";NA;49,18882;-0,16403;49,18437;-0,16424;522;10;1;2735;"Abramis brama";"Brème d'eau douce";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16125;"DCE";2;"2018-10-10 13:34:00";NA;49,19287;-0,16145;49,18871;-0,16395;526;10;5;NA;"Rutilus rutilus";"Gardon";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16125;"DCE";2;"2018-10-10 13:34:00";NA;49,19287;-0,16145;49,18871;-0,16395;526;10;5;NA;"Gobio gobio";"Goujon";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16125;"DCE";2;"2018-10-10 13:34:00";NA;49,19287;-0,16145;49,18871;-0,16395;526;10;1;NA;"Phoxinus phoxinus";"Vairon";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16125;"DCE";2;"2018-10-10 13:34:00";NA;49,19287;-0,16145;49,18871;-0,16395;526;10;1;NA;"Blicca bjoerkna";"Brème bordelière";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16125;"DCE";2;"2018-10-10 13:34:00";NA;49,19287;-0,16145;49,18871;-0,16395;526;10;2;NA;"Pomatoschistus microps";"Gobie tacheté";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16125;"DCE";2;"2018-10-10 13:34:00";NA;49,19287;-0,16145;49,18871;-0,16395;526;10;4;NA;"Platichthys flesus";"Flet d'Europe";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16126;"DCE";2;"2018-10-10 13:53:00";NA;49,18928;-0,16422;49,1844;-0,16425;572;10;60;NA;"Eriocheir sinensis";"Crabe chinois";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16126;"DCE";2;"2018-10-10 13:53:00";NA;49,18928;-0,16422;49,1844;-0,16425;572;10;1;NA;"Cottus gobio";"Chabot";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16126;"DCE";2;"2018-10-10 13:53:00";NA;49,18928;-0,16422;49,1844;-0,16425;572;10;3;NA;"Gobio gobio";"Goujon";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16126;"DCE";2;"2018-10-10 13:53:00";NA;49,18928;-0,16422;49,1844;-0,16425;572;10;1;NA;"Platichthys flesus";"Flet d'Europe";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16126;"DCE";2;"2018-10-10 13:53:00";NA;49,18928;-0,16422;49,1844;-0,16425;572;10;3;NA;"Rutilus rutilus";"Gardon";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16126;"DCE";2;"2018-10-10 13:53:00";NA;49,18928;-0,16422;49,1844;-0,16425;572;10;1;NA;"Pomatoschistus microps";"Gobie tacheté";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16126;"DCE";2;"2018-10-10 13:53:00";NA;49,18928;-0,16422;49,1844;-0,16425;572;10;1;NA;"Barbatula barbatula";"Loche franche";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16126;"DCE";2;"2018-10-10 13:53:00";NA;49,18928;-0,16422;49,1844;-0,16425;572;10;1;NA;"Phoxinus phoxinus";"Vairon";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16126;"DCE";2;"2018-10-10 13:53:00";NA;49,18928;-0,16422;49,1844;-0,16425;572;10;1;NA;"Gasterosteus aculeatus";"Epinoche à trois épines";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16122;"DCE";2;"2018-10-10 12:22:00";NA;49,1882;-0,16352;49,18409;-0,16404;480;10;1;NA;"Perca fluviatilis";"Perche européenne";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16123;"DCE";2;"2018-10-10 12:44:00";NA;49,1929;-0,16144;49,18851;-0,16381;559;10;3;NA;"Atyaephyra desmaresti,Palemon varians";"crevettes divers";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16124;"DCE";2;"2018-10-10 13:08:00";NA;49,18882;-0,16403;49,18437;-0,16424;522;10;3;NA;"Atyaephyra desmaresti,Palemon varians";"crevettes divers";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16126;"DCE";2;"2018-10-10 13:53:00";NA;49,18928;-0,16422;49,1844;-0,16425;572;10;3;NA;"Atyaephyra desmaresti,Palemon varians";"crevettes divers";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
16126;"DCE";2;"2018-10-10 13:53:00";NA;49,18928;-0,16422;49,1844;-0,16425;572;10;1;6610;"Cyprinus carpio";"Carpe commune";"petit chalut a perche";"Dives";1;"Estuaire de la DIves"
19087;"DCE verveux";15;"2022-06-14 06:00:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;757;1;20,9;"Platichthys flesus";"Flet d'Europe";"verveux belge";"Dives";1;"Estuaire de la DIves"
19087;"DCE verveux";15;"2022-06-14 06:00:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;757;17;780;"Carcinus maenas";"Crabe vert";"verveux belge";"Dives";1;"Estuaire de la DIves"
19087;"DCE verveux";15;"2022-06-14 06:00:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;757;1;2,1;"Palaemon longirostris";"Crevette blanche";"verveux belge";"Dives";1;"Estuaire de la DIves"
19087;"DCE verveux";15;"2022-06-14 06:00:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;757;2;3;"Sprattus sprattus";"Sprat";"verveux belge";"Dives";1;"Estuaire de la DIves"
19087;"DCE verveux";15;"2022-06-14 06:00:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;757;1;67;"Anguilla anguilla";"Anguille d'Europe";"verveux belge";"Dives";1;"Estuaire de la DIves"
19087;"DCE verveux";15;"2022-06-14 06:00:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;757;1;10;"Dicentrarchus labrax";"Bar européen";"verveux belge";"Dives";1;"Estuaire de la DIves"
19087;"DCE verveux";15;"2022-06-14 06:00:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;757;2;107;"Eriocheir sinensis";"Crabe chinois";"verveux belge";"Dives";1;"Estuaire de la DIves"
19087;"DCE verveux";15;"2022-06-14 06:00:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;757;1;6;"Hemigrapsus";"crabe japonais";"verveux belge";"Dives";1;"Estuaire de la DIves"
19087;"DCE verveux";15;"2022-06-14 06:00:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;757;45;1550;"Carcinus maenas";"Crabe vert";"verveux belge";"Dives";1;"Estuaire de la DIves"
19410;"DCE verveux";15;"2022-06-14 18:37:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;783;5;188,3;"Dicentrarchus labrax";"Bar européen";"verveux belge";"Dives";1;"Estuaire de la DIves"
19400;"DCE verveux";15;"2022-09-24 19:44:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;756;42;216;"Rutilus rutilus";"Gardon";"verveux belge";"Dives";1;"Estuaire de la DIves"
19400;"DCE verveux";15;"2022-09-24 19:44:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;756;24;219;"Scardinius erythrophthalmus";"Rotengle";"verveux belge";"Dives";1;"Estuaire de la DIves"
19400;"DCE verveux";15;"2022-09-24 19:44:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;756;2;120;"Perca fluviatilis";"Perche européenne";"verveux belge";"Dives";1;"Estuaire de la DIves"
19400;"DCE verveux";15;"2022-09-24 19:44:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;756;1;3,4;"Dicentrarchus labrax";"Bar européen";"verveux belge";"Dives";1;"Estuaire de la DIves"
19400;"DCE verveux";15;"2022-09-24 19:44:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;756;5;1130;"Anguilla anguilla";"Anguille d'Europe";"verveux belge";"Dives";1;"Estuaire de la DIves"
19400;"DCE verveux";15;"2022-09-24 19:44:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;756;10;51,4;"Abramis brama";"Brème d'eau douce";"verveux belge";"Dives";1;"Estuaire de la DIves"
19400;"DCE verveux";15;"2022-09-24 19:44:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;756;1;2;"Pomatoschistus microps";"Gobie tacheté";"verveux belge";"Dives";1;"Estuaire de la DIves"
19400;"DCE verveux";15;"2022-09-24 19:44:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;756;2;4,7;"Rhodeus amarus";"Bouvière";"verveux belge";"Dives";1;"Estuaire de la DIves"
19400;"DCE verveux";15;"2022-09-24 19:44:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;756;1;1;"Leuciscus cephalus";"Chevaine";"verveux belge";"Dives";1;"Estuaire de la DIves"
19400;"DCE verveux";15;"2022-09-24 19:44:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;756;1;6,5;"Gobio gobio";"Goujon";"verveux belge";"Dives";1;"Estuaire de la DIves"
19400;"DCE verveux";15;"2022-09-24 19:44:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;756;2;5;"Palaemon longirostris";"Crevette blanche";"verveux belge";"Dives";1;"Estuaire de la DIves"
19400;"DCE verveux";15;"2022-09-24 19:44:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;756;2;22,4;"Orconectes limosus";"Ecrevisse américaine";"verveux belge";"Dives";1;"Estuaire de la DIves"
19402;"DCE verveux";15;"2022-09-24 20:00:00";"Amont 2";49,2;-0,18;49,2;-0,18;0;780;3;570;"Anguilla anguilla";"Anguille d'Europe";"verveux belge";"Dives";1;"Estuaire de la DIves"
19402;"DCE verveux";15;"2022-09-24 20:00:00";"Amont 2";49,2;-0,18;49,2;-0,18;0;780;1;3,2;"Rhodeus amarus";"Bouvière";"verveux belge";"Dives";1;"Estuaire de la DIves"
19394;"DCE verveux";15;"2022-09-25 04:30:00";"Centre 1";49,270333;-0,104333;49,270333;-0,104333;0;750;15;69,8;"Dicentrarchus labrax";"Bar européen";"verveux belge";"Dives";1;"Estuaire de la DIves"
19402;"DCE verveux";15;"2022-09-24 20:00:00";"Amont 2";49,2;-0,18;49,2;-0,18;0;780;2;8,6;"Abramis brama";"Brème d'eau douce";"verveux belge";"Dives";1;"Estuaire de la DIves"
19402;"DCE verveux";15;"2022-09-24 20:00:00";"Amont 2";49,2;-0,18;49,2;-0,18;0;780;2;26,9;"Rutilus rutilus";"Gardon";"verveux belge";"Dives";1;"Estuaire de la DIves"
19402;"DCE verveux";15;"2022-09-24 20:00:00";"Amont 2";49,2;-0,18;49,2;-0,18;0;780;1;6,8;"Scardinius erythrophthalmus";"Rotengle";"verveux belge";"Dives";1;"Estuaire de la DIves"
19402;"DCE verveux";15;"2022-09-24 20:00:00";"Amont 2";49,2;-0,18;49,2;-0,18;0;780;2;20,4;"Perca fluviatilis";"Perche européenne";"verveux belge";"Dives";1;"Estuaire de la DIves"
19402;"DCE verveux";15;"2022-09-24 20:00:00";"Amont 2";49,2;-0,18;49,2;-0,18;0;780;2;39,7;"Orconectes limosus";"Ecrevisse américaine";"verveux belge";"Dives";1;"Estuaire de la DIves"
19401;"DCE verveux";15;"2022-09-25 06:15:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;735;5;15;"Dicentrarchus labrax";"Bar européen";"verveux belge";"Dives";1;"Estuaire de la DIves"
19401;"DCE verveux";15;"2022-09-25 06:15:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;735;91;1680;"Carcinus maenas";"Crabe vert";"verveux belge";"Dives";1;"Estuaire de la DIves"
19401;"DCE verveux";15;"2022-09-25 06:15:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;735;2;2;"Palaemon serratus";"Bouquet commun";"verveux belge";"Dives";1;"Estuaire de la DIves"
19403;"DCE verveux";15;"2022-09-25 06:44:00";"Aval 2";49,288167;-0,103333;49,288167;-0,103333;0;736;5;15,6;"Dicentrarchus labrax";"Bar européen";"verveux belge";"Dives";1;"Estuaire de la DIves"
19403;"DCE verveux";15;"2022-09-25 06:44:00";"Aval 2";49,288167;-0,103333;49,288167;-0,103333;0;736;88;2050;"Carcinus maenas";"Crabe vert";"verveux belge";"Dives";1;"Estuaire de la DIves"
19403;"DCE verveux";15;"2022-09-25 06:44:00";"Aval 2";49,288167;-0,103333;49,288167;-0,103333;0;736;1;10;"Liza ramada";"Mulet porc";"verveux belge";"Dives";1;"Estuaire de la DIves"
19403;"DCE verveux";15;"2022-09-25 06:44:00";"Aval 2";49,288167;-0,103333;49,288167;-0,103333;0;736;2;10;"Hemigrapsus takanoi";"Crabe japonais";"verveux belge";"Dives";1;"Estuaire de la DIves"
19405;"DCE verveux";15;"2022-09-24 18:00:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;735;21;138;"Dicentrarchus labrax";"Bar européen";"verveux belge";"Dives";1;"Estuaire de la DIves"
19405;"DCE verveux";15;"2022-09-24 18:00:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;735;3;26,9;"Liza ramada";"Mulet porc";"verveux belge";"Dives";1;"Estuaire de la DIves"
19405;"DCE verveux";15;"2022-09-24 18:00:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;735;1;0,5;"Pomatoschistus microps";"Gobie tacheté";"verveux belge";"Dives";1;"Estuaire de la DIves"
19405;"DCE verveux";15;"2022-09-24 18:00:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;735;3;1180;"Anguilla anguilla";"Anguille d'Europe";"verveux belge";"Dives";1;"Estuaire de la DIves"
19405;"DCE verveux";15;"2022-09-24 18:00:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;735;1;10;"Ciliata mustela";"Motelle à cinq barbillons";"verveux belge";"Dives";1;"Estuaire de la DIves"
19405;"DCE verveux";15;"2022-09-24 18:00:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;735;72;121,8;"Palaemon serratus";"Bouquet commun";"verveux belge";"Dives";1;"Estuaire de la DIves"
19405;"DCE verveux";15;"2022-09-24 18:00:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;735;177;2860;"Carcinus maenas";"Crabe vert";"verveux belge";"Dives";1;"Estuaire de la DIves"
19405;"DCE verveux";15;"2022-09-24 18:00:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;735;1;3,8;"Crangon crangon";"Crevette grise";"verveux belge";"Dives";1;"Estuaire de la DIves"
19405;"DCE verveux";15;"2022-09-24 18:00:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;735;2;17;"Hemigrapsus takanoi";"Crabe japonais";"verveux belge";"Dives";1;"Estuaire de la DIves"
19408;"DCE verveux";15;"2022-09-24 18:15:00";"Aval 2";49,288167;-0,103333;49,288167;-0,103333;0;749;14;156,7;"Dicentrarchus labrax";"Bar européen";"verveux belge";"Dives";1;"Estuaire de la DIves"
19408;"DCE verveux";15;"2022-09-24 18:15:00";"Aval 2";49,288167;-0,103333;49,288167;-0,103333;0;749;2;199;"Anguilla anguilla";"Anguille d'Europe";"verveux belge";"Dives";1;"Estuaire de la DIves"
19408;"DCE verveux";15;"2022-09-24 18:15:00";"Aval 2";49,288167;-0,103333;49,288167;-0,103333;0;749;108;2420;"Carcinus maenas";"Crabe vert";"verveux belge";"Dives";1;"Estuaire de la DIves"
19408;"DCE verveux";15;"2022-09-24 18:15:00";"Aval 2";49,288167;-0,103333;49,288167;-0,103333;0;749;49;86;"Palaemon serratus";"Bouquet commun";"verveux belge";"Dives";1;"Estuaire de la DIves"
19408;"DCE verveux";15;"2022-09-24 18:15:00";"Aval 2";49,288167;-0,103333;49,288167;-0,103333;0;749;1;6,4;"Hemigrapsus takanoi";"Crabe japonais";"verveux belge";"Dives";1;"Estuaire de la DIves"
19406;"DCE verveux";15;"2022-09-25 08:20:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;740;16;147;"Rutilus rutilus";"Gardon";"verveux belge";"Dives";1;"Estuaire de la DIves"
19406;"DCE verveux";15;"2022-09-25 08:20:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;740;8;153;"Scardinius erythrophthalmus";"Rotengle";"verveux belge";"Dives";1;"Estuaire de la DIves"
19406;"DCE verveux";15;"2022-09-25 08:20:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;740;3;84;"Perca fluviatilis";"Perche européenne";"verveux belge";"Dives";1;"Estuaire de la DIves"
19406;"DCE verveux";15;"2022-09-25 08:20:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;740;2;13;"Leuciscus cephalus";"Chevaine";"verveux belge";"Dives";1;"Estuaire de la DIves"
19406;"DCE verveux";15;"2022-09-25 08:20:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;740;1;276;"Oncorhynchus mykiss";"Truite arc-en-ciel";"verveux belge";"Dives";1;"Estuaire de la DIves"
19406;"DCE verveux";15;"2022-09-25 08:20:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;740;1;6;"Orconectes limosus";"Ecrevisse américaine";"verveux belge";"Dives";1;"Estuaire de la DIves"
19406;"DCE verveux";15;"2022-09-25 08:20:00";"Amont 1";49,200283;0,16855;49,200283;0,16855;0;740;1;130;"Eriocheir sinensis";"Crabe chinois";"verveux belge";"Dives";1;"Estuaire de la DIves"
19409;"DCE verveux";15;"2022-09-25 09:00:00";"Amont 2";49,2;-0,18;49,2;-0,18;0;720;1;111;"Eriocheir sinensis";"Crabe chinois";"verveux belge";"Dives";1;"Estuaire de la DIves"
19409;"DCE verveux";15;"2022-09-25 09:00:00";"Amont 2";49,2;-0,18;49,2;-0,18;0;720;1;8,1;"Orconectes limosus";"Ecrevisse américaine";"verveux belge";"Dives";1;"Estuaire de la DIves"
19409;"DCE verveux";15;"2022-09-25 09:00:00";"Amont 2";49,2;-0,18;49,2;-0,18;0;720;3;38;"Leuciscus cephalus";"Chevaine";"verveux belge";"Dives";1;"Estuaire de la DIves"
19409;"DCE verveux";15;"2022-09-25 09:00:00";"Amont 2";49,2;-0,18;49,2;-0,18;0;720;15;98;"Rutilus rutilus";"Gardon";"verveux belge";"Dives";1;"Estuaire de la DIves"
19409;"DCE verveux";15;"2022-09-25 09:00:00";"Amont 2";49,2;-0,18;49,2;-0,18;0;720;2;36;"Perca fluviatilis";"Perche européenne";"verveux belge";"Dives";1;"Estuaire de la DIves"
19409;"DCE verveux";15;"2022-09-25 09:00:00";"Amont 2";49,2;-0,18;49,2;-0,18;0;720;4;17,6;"Dicentrarchus labrax";"Bar européen";"verveux belge";"Dives";1;"Estuaire de la DIves"
19409;"DCE verveux";15;"2022-09-25 09:00:00";"Amont 2";49,2;-0,18;49,2;-0,18;0;720;71;641;"Scardinius erythrophthalmus";"Rotengle";"verveux belge";"Dives";1;"Estuaire de la DIves"
19409;"DCE verveux";15;"2022-09-25 09:00:00";"Amont 2";49,2;-0,18;49,2;-0,18;0;720;6;31,6;"Abramis brama";"Brème d'eau douce";"verveux belge";"Dives";1;"Estuaire de la DIves"
19409;"DCE verveux";15;"2022-09-25 09:00:00";"Amont 2";49,2;-0,18;49,2;-0,18;0;720;3;11;"Rhodeus amarus";"Bouvière";"verveux belge";"Dives";1;"Estuaire de la DIves"
19393;"DCE verveux";15;"2022-09-24 16:00:00";"Centre 1";49,270333;-0,104333;49,270333;-0,104333;0;750;1;8,74;"Platichthys flesus";"Flet d'Europe";"verveux belge";"Dives";1;"Estuaire de la DIves"
19393;"DCE verveux";15;"2022-09-24 16:00:00";"Centre 1";49,270333;-0,104333;49,270333;-0,104333;0;750;4;560;"Anguilla anguilla";"Anguille d'Europe";"verveux belge";"Dives";1;"Estuaire de la DIves"
19393;"DCE verveux";15;"2022-09-24 16:00:00";"Centre 1";49,270333;-0,104333;49,270333;-0,104333;0;750;55;373,75;"Dicentrarchus labrax";"Bar européen";"verveux belge";"Dives";1;"Estuaire de la DIves"
19393;"DCE verveux";15;"2022-09-24 16:00:00";"Centre 1";49,270333;-0,104333;49,270333;-0,104333;0;750;2;6,77;"Pomatoschistus minutus";"Gobie buhotte";"verveux belge";"Dives";1;"Estuaire de la DIves"
19393;"DCE verveux";15;"2022-09-24 16:00:00";"Centre 1";49,270333;-0,104333;49,270333;-0,104333;0;750;2;0,69;"Pomatoschistus microps";"Gobie tacheté";"verveux belge";"Dives";1;"Estuaire de la DIves"
19393;"DCE verveux";15;"2022-09-24 16:00:00";"Centre 1";49,270333;-0,104333;49,270333;-0,104333;0;750;68;107,9;"Palaemon longirostris";"Crevette blanche";"verveux belge";"Dives";1;"Estuaire de la DIves"
19393;"DCE verveux";15;"2022-09-24 16:00:00";"Centre 1";49,270333;-0,104333;49,270333;-0,104333;0;750;41;1220;"Carcinus maenas";"Crabe vert";"verveux belge";"Dives";1;"Estuaire de la DIves"
19393;"DCE verveux";15;"2022-09-24 16:00:00";"Centre 1";49,270333;-0,104333;49,270333;-0,104333;0;750;14;13,57;"Crangon crangon";"Crevette grise";"verveux belge";"Dives";1;"Estuaire de la DIves"
19396;"DCE verveux";15;"2022-09-24 16:20:00";"Centre 2";49,270333;-0,104167;49,270333;-0,104167;0;765;1;2,8;"Pomatoschistus minutus";"Gobie buhotte";"verveux belge";"Dives";1;"Estuaire de la DIves"
19396;"DCE verveux";15;"2022-09-24 16:20:00";"Centre 2";49,270333;-0,104167;49,270333;-0,104167;0;765;3;26,35;"Liza ramada";"Mulet porc";"verveux belge";"Dives";1;"Estuaire de la DIves"
19396;"DCE verveux";15;"2022-09-24 16:20:00";"Centre 2";49,270333;-0,104167;49,270333;-0,104167;0;765;65;453;"Dicentrarchus labrax";"Bar européen";"verveux belge";"Dives";1;"Estuaire de la DIves"
19396;"DCE verveux";15;"2022-09-24 16:20:00";"Centre 2";49,270333;-0,104167;49,270333;-0,104167;0;765;4;1040;"Anguilla anguilla";"Anguille d'Europe";"verveux belge";"Dives";1;"Estuaire de la DIves"
19396;"DCE verveux";15;"2022-09-24 16:20:00";"Centre 2";49,270333;-0,104167;49,270333;-0,104167;0;765;6;3,33;"Pomatoschistus microps";"Gobie tacheté";"verveux belge";"Dives";1;"Estuaire de la DIves"
19396;"DCE verveux";15;"2022-09-24 16:20:00";"Centre 2";49,270333;-0,104167;49,270333;-0,104167;0;765;17;19;"Crangon crangon";"Crevette grise";"verveux belge";"Dives";1;"Estuaire de la DIves"
19396;"DCE verveux";15;"2022-09-24 16:20:00";"Centre 2";49,270333;-0,104167;49,270333;-0,104167;0;765;82;163;"Palaemon longirostris";"Crevette blanche";"verveux belge";"Dives";1;"Estuaire de la DIves"
19396;"DCE verveux";15;"2022-09-24 16:20:00";"Centre 2";49,270333;-0,104167;49,270333;-0,104167;0;765;13;1440;"Carcinus maenas";"Crabe vert";"verveux belge";"Dives";1;"Estuaire de la DIves"
19394;"DCE verveux";15;"2022-09-25 04:30:00";"Centre 1";49,270333;-0,104333;49,270333;-0,104333;0;750;5;43;"Liza ramada";"Mulet porc";"verveux belge";"Dives";1;"Estuaire de la DIves"
19394;"DCE verveux";15;"2022-09-25 04:30:00";"Centre 1";49,270333;-0,104333;49,270333;-0,104333;0;750;1;147;"Anguilla anguilla";"Anguille d'Europe";"verveux belge";"Dives";1;"Estuaire de la DIves"
19394;"DCE verveux";15;"2022-09-25 04:30:00";"Centre 1";49,270333;-0,104333;49,270333;-0,104333;0;750;1;52;"Platichthys flesus";"Flet d'Europe";"verveux belge";"Dives";1;"Estuaire de la DIves"
19394;"DCE verveux";15;"2022-09-25 04:30:00";"Centre 1";49,270333;-0,104333;49,270333;-0,104333;0;750;39;1026;"Carcinus maenas";"Crabe vert";"verveux belge";"Dives";1;"Estuaire de la DIves"
19394;"DCE verveux";15;"2022-09-25 04:30:00";"Centre 1";49,270333;-0,104333;49,270333;-0,104333;0;750;2;2,4;"Crangon crangon";"Crevette grise";"verveux belge";"Dives";1;"Estuaire de la DIves"
19394;"DCE verveux";15;"2022-09-25 04:30:00";"Centre 1";49,270333;-0,104333;49,270333;-0,104333;0;750;13;27,6;"Palaemon longirostris";"Crevette blanche";"verveux belge";"Dives";1;"Estuaire de la DIves"
19397;"DCE verveux";15;"2022-09-25 05:05:00";"Centre 2";49,270333;-0,104167;49,270333;-0,104167;0;735;6;47,9;"Dicentrarchus labrax";"Bar européen";"verveux belge";"Dives";1;"Estuaire de la DIves"
19397;"DCE verveux";15;"2022-09-25 05:05:00";"Centre 2";49,270333;-0,104167;49,270333;-0,104167;0;735;18;787;"Carcinus maenas";"Crabe vert";"verveux belge";"Dives";1;"Estuaire de la DIves"
19397;"DCE verveux";15;"2022-09-25 05:05:00";"Centre 2";49,270333;-0,104167;49,270333;-0,104167;0;735;1;1,7;"Palaemon elegans";"Bouquet flaque";"verveux belge";"Dives";1;"Estuaire de la DIves"
19397;"DCE verveux";15;"2022-09-25 05:05:00";"Centre 2";49,270333;-0,104167;49,270333;-0,104167;0;735;1;1;"Hemigrapsus takanoi";"Crabe japonais";"verveux belge";"Dives";1;"Estuaire de la DIves"
19397;"DCE verveux";15;"2022-09-25 05:05:00";"Centre 2";49,270333;-0,104167;49,270333;-0,104167;0;735;1;1;"Crangon crangon";"Crevette grise";"verveux belge";"Dives";1;"Estuaire de la DIves"
19410;"DCE verveux";15;"2022-06-14 18:37:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;783;1;0,4;"Clupea harengus";"Hareng de l'Atlantique";"verveux belge";"Dives";1;"Estuaire de la DIves"
19410;"DCE verveux";15;"2022-06-14 18:37:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;783;1;193;"Anguilla anguilla";"Anguille d'Europe";"verveux belge";"Dives";1;"Estuaire de la DIves"
19410;"DCE verveux";15;"2022-06-14 18:37:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;783;44;1072;"Carcinus maenas";"Crabe vert";"verveux belge";"Dives";1;"Estuaire de la DIves"
19410;"DCE verveux";15;"2022-06-14 18:37:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;783;1;78,3;"Eriocheir sinensis";"Crabe chinois";"verveux belge";"Dives";1;"Estuaire de la DIves"
19410;"DCE verveux";15;"2022-06-14 18:37:00";"Aval 1";49,288333;-0,103167;49,288333;-0,103167;0;783;7;9,1;"Palaemon longirostris";"Crevette blanche";"verveux belge";"Dives";1;"Estuaire de la DIves"
19412;"DCE verveux";15;"2022-06-14 18:45:00";"Aval 2";49,288167;-0,103333;49,288167;-0,103333;0;797;3;75,5;"Dicentrarchus labrax";"Bar européen";"verveux belge";"Dives";1;"Estuaire de la DIves"
19412;"DCE verveux";15;"2022-06-14 18:45:00";"Aval 2";49,288167;-0,103333;49,288167;-0,103333;0;797;59;1970;"Carcinus maenas";"Crabe vert";"verveux belge";"Dives";1;"Estuaire de la DIves"
19412;"DCE verveux";15;"2022-06-14 18:45:00";"Aval 2";49,288167;-0,103333;49,288167;-0,103333;0;797;17;26,4;"Palaemon longirostris";"Crevette blanche";"verveux belge";"Dives";1;"Estuaire de la DIves"
19412;"DCE verveux";15;"2022-06-14 18:45:00";"Aval 2";49,288167;-0,103333;49,288167;-0,103333;0;797;1;103;"Eriocheir sinensis";"Crabe chinois";"verveux belge";"Dives";1;"Estuaire de la DIves"
19411;"DCE verveux";15;"2022-06-14 06:20:00";"Aval 2";49,288167;-0,103333;49,288167;-0,103333;0;745;2;33,6;"Dicentrarchus labrax";"Bar européen";"verveux belge";"Dives";1;"Estuaire de la DIves"
